image_number,time_stamp
2326,1519279563.203595
2327,1519279563.369778
2328,1519279563.535586
2329,1519279563.703694
2330,1519279563.869612
2331,1519279564.035903
2332,1519279564.20152
2333,1519279564.370057
2334,1519279564.535604
2335,1519279564.701754
2336,1519279564.86773
2337,1519279565.035798
2338,1519279565.201856
2339,1519279565.367725
2340,1519279565.533837
2341,1519279565.700048
2342,1519279565.867614
2343,1519279566.033717
2344,1519279566.20215
2345,1519279566.366027
2346,1519279566.533771
2347,1519279566.699947
2348,1519279566.865518
2349,1519279567.031827
2350,1519279567.199868
2351,1519279567.365675
2352,1519279567.531528
2353,1519279567.697892
2354,1519279567.863677
2355,1519279568.031672
2356,1519279568.197794
2357,1519279568.36377
2358,1519279568.529604
2359,1519279568.697821
2360,1519279568.863656
2361,1519279569.029601
2362,1519279569.195543
2363,1519279569.363824
2364,1519279569.529893
2365,1519279569.695732
2366,1519279569.861646
2367,1519279570.027814
2368,1519279570.195622
2369,1519279570.362827
2370,1519279570.5277
2371,1519279570.693777
2372,1519279570.861578
2373,1519279571.027806
2374,1519279571.193709
2375,1519279571.359833
2376,1519279571.52774
2377,1519279571.694064
2378,1519279571.859754
2379,1519279572.025822
2380,1519279572.191575
2381,1519279572.359773
2382,1519279572.525739
2383,1519279572.691954
2384,1519279572.85767
2385,1519279573.025757
2386,1519279573.191698
2387,1519279573.357677
2388,1519279573.523767
2389,1519279573.689745
2390,1519279573.857713
2391,1519279574.023645
2392,1519279574.189668
2393,1519279574.355785
2394,1519279574.523565
2395,1519279574.689678
2396,1519279574.855979
2397,1519279575.021626
2398,1519279575.18982
2399,1519279575.355775
2400,1519279575.521674
2401,1519279575.687644
2402,1519279575.853752
2403,1519279576.022219
2404,1519279576.187648
2405,1519279576.353809
2406,1519279576.519732
2407,1519279576.687737
2408,1519279576.853686
2409,1519279577.019806
2410,1519279577.185559
2411,1519279577.35377
2412,1519279577.519749
2413,1519279577.686013
2414,1519279577.851566
2415,1519279578.017888
2416,1519279578.185712
2417,1519279578.351654
2418,1519279578.517647
2419,1519279578.683796
2420,1519279578.851722
2421,1519279579.017755
2422,1519279579.183703
2423,1519279579.349802
2424,1519279579.517598
2425,1519279579.683792
2426,1519279579.849596
2427,1519279580.015636
2428,1519279580.181654
2429,1519279580.350006
2430,1519279580.515564
2431,1519279580.681734
2432,1519279580.847615
2433,1519279581.015767
2434,1519279581.181598
2435,1519279581.347802
2436,1519279581.513713
2437,1519279581.681754
2438,1519279581.847595
2439,1519279582.014144
2440,1519279582.179779
2441,1519279582.34604
2442,1519279582.51372
2443,1519279582.679629
2444,1519279582.845623
2445,1519279583.011745
2446,1519279583.179686
2447,1519279583.345792
2448,1519279583.513709
2449,1519279583.677692
2450,1519279583.845638
2451,1519279584.011839
2452,1519279584.177553
2453,1519279584.34393
2454,1519279584.50967
2455,1519279584.678141
2456,1519279584.843691
2457,1519279585.009661
2458,1519279585.175698
2459,1519279585.343867
2460,1519279585.50964
2461,1519279585.6758
2462,1519279585.841539
2463,1519279586.007639
2464,1519279586.175716
2465,1519279586.341998
2466,1519279586.507601
2467,1519279586.673826
2468,1519279586.841614
2469,1519279587.007772
2470,1519279587.173656
2471,1519279587.339909
2472,1519279587.507646
2473,1519279587.67387
2474,1519279587.841901
2475,1519279588.005749
2476,1519279588.171651
2477,1519279588.339789
2478,1519279588.506301
2479,1519279588.671744
2480,1519279588.837934
2481,1519279589.005828
2482,1519279589.171622
2483,1519279589.337799
2484,1519279589.503755
2485,1519279589.671854
2486,1519279589.837733
2487,1519279590.003795
2488,1519279590.17017
2489,1519279590.335674
2490,1519279590.503755
2491,1519279590.670012
2492,1519279590.835747
2493,1519279591.001997
2494,1519279591.170062
2495,1519279591.335769
2496,1519279591.501688
2497,1519279591.667851
2498,1519279591.835587
2499,1519279592.001835
2500,1519279592.168237
2501,1519279592.333782
2502,1519279592.500239
2503,1519279592.667819
2504,1519279592.834071
2505,1519279592.999838
2506,1519279593.165682
2507,1519279593.334304
2508,1519279593.499674
2509,1519279593.665769
2510,1519279593.831723
2511,1519279593.999814
2512,1519279594.165541
2513,1519279594.331962
2514,1519279594.497831
2515,1519279594.663858
2516,1519279594.831577
2517,1519279594.997953
2518,1519279595.163775
2519,1519279595.329856
2520,1519279595.497667
2521,1519279595.66377
2522,1519279595.829602
2523,1519279595.99585
2524,1519279596.163571
2525,1519279596.329757
2526,1519279596.495957
2527,1519279596.661838
2528,1519279596.82761
2529,1519279596.995774
2530,1519279597.161731
2531,1519279597.327716
2532,1519279597.493603
2533,1519279597.662052
2534,1519279597.827514
2535,1519279597.99365
2536,1519279598.159734
2537,1519279598.327739
2538,1519279598.493639
2539,1519279598.659672
2540,1519279598.825663
2541,1519279598.991806
2542,1519279599.159771
2543,1519279599.326257
2544,1519279599.491732
2545,1519279599.657855
2546,1519279599.825865
2547,1519279599.991713
2548,1519279600.157614
2549,1519279600.323818
2550,1519279600.4897
2551,1519279600.657757
2552,1519279600.82366
2553,1519279600.990107
2554,1519279601.156531
2555,1519279601.323817
2556,1519279601.490163
2557,1519279601.655916
2558,1519279601.821691
2559,1519279601.989825
2560,1519279602.155593
2561,1519279602.321733
2562,1519279602.487972
2563,1519279602.654497
2564,1519279602.821583
2565,1519279602.987858
2566,1519279603.154888
2567,1519279603.319914
2568,1519279603.487569
2569,1519279603.655091
2570,1519279603.819613
2571,1519279603.985807
2572,1519279604.15366
2573,1519279604.319687
2574,1519279604.485812
2575,1519279604.651754
2576,1519279604.817665
2577,1519279604.985791
2578,1519279605.152162
2579,1519279605.317757
2580,1519279605.483697
2581,1519279605.651823
2582,1519279605.817879
2583,1519279605.983613
2584,1519279606.149632
2585,1519279606.317973
2586,1519279606.48374
2587,1519279606.649707
2588,1519279606.815547
2589,1519279606.981787
2590,1519279607.1497
2591,1519279607.31578
2592,1519279607.481643
2593,1519279607.647647
2594,1519279607.815701
2595,1519279607.982184
2596,1519279608.147686
2597,1519279608.313869
2598,1519279608.482022
2599,1519279608.647835
2600,1519279608.813572
2601,1519279608.979856
2602,1519279609.145569
2603,1519279609.314362
2604,1519279609.479863
2605,1519279609.645811
2606,1519279609.811666
2607,1519279609.979818
2608,1519279610.145804
2609,1519279610.311656
2610,1519279610.477663
2611,1519279610.645701
2612,1519279610.811601
2613,1519279610.977734
2614,1519279611.143541
2615,1519279611.309683
2616,1519279611.4777
2617,1519279611.643816
2618,1519279611.809756
2619,1519279611.975768
2620,1519279612.143681
2621,1519279612.310192
2622,1519279612.475631
2623,1519279612.641929
2624,1519279612.81042
2625,1519279612.975647
2626,1519279613.141782
2627,1519279613.307796
2628,1519279613.473835
2629,1519279613.641906
2630,1519279613.808186
2631,1519279613.973751
2632,1519279614.139923
2633,1519279614.307846
2634,1519279614.474128
2635,1519279614.639596
2636,1519279614.805819
2637,1519279614.971848
2638,1519279615.139674
2639,1519279615.305634
2640,1519279615.471805
2641,1519279615.637688
2642,1519279615.805921
2643,1519279615.971935
2644,1519279616.137797
2645,1519279616.303733
2646,1519279616.471923
2647,1519279616.637987
2648,1519279616.803887
2649,1519279616.969612
2650,1519279617.135701
2651,1519279617.303692
2652,1519279617.469797
2653,1519279617.635794
2654,1519279617.801761
2655,1519279617.9697
2656,1519279618.136114
2657,1519279618.301659
2658,1519279618.467852
2659,1519279618.635658
2660,1519279618.801799
2661,1519279618.967662
2662,1519279619.13382
2663,1519279619.299812
2664,1519279619.467722
2665,1519279619.633596
2666,1519279619.79999
2667,1519279619.965713
2668,1519279620.133739
2669,1519279620.299939
2670,1519279620.46619
2671,1519279620.631741
2672,1519279620.799951
2673,1519279620.966038
2674,1519279621.131777
2675,1519279621.297764
2676,1519279621.463877
2677,1519279621.631749
2678,1519279621.797895
2679,1519279621.963759
2680,1519279622.12988
2681,1519279622.298862
2682,1519279622.464093
2683,1519279622.63023
2684,1519279622.79586
2685,1519279622.963887
2686,1519279623.130014
2687,1519279623.295748
2688,1519279623.461914
2689,1519279623.627736
2690,1519279623.795819
2691,1519279623.961741
2692,1519279624.128063
2693,1519279624.293679
2694,1519279624.461783
2695,1519279624.627755
2696,1519279624.794157
2697,1519279624.959628
2698,1519279625.127797
2699,1519279625.294238
2700,1519279625.459869
2701,1519279625.625762
2702,1519279625.792072
2703,1519279625.959834
2704,1519279626.125851
2705,1519279626.291886
2706,1519279626.457819
2707,1519279626.625747
2708,1519279626.791934
2709,1519279626.958289
2710,1519279627.123756
2711,1519279627.292821
2712,1519279627.458167
2713,1519279627.623814
2714,1519279627.789923
2715,1519279627.955796
2716,1519279628.123798
2717,1519279628.289832
2718,1519279628.45584
2719,1519279628.622222
2720,1519279628.789922
2721,1519279628.955818
2722,1519279629.122261
2723,1519279629.287816
2724,1519279629.453828
2725,1519279629.621846
2726,1519279629.788827
2727,1519279629.953904
2728,1519279630.119946
2729,1519279630.28842
2730,1519279630.453866
2731,1519279630.619826
2732,1519279630.787483
2733,1519279630.954711
2734,1519279631.120071
2735,1519279631.287038
2736,1519279631.451764
2737,1519279631.618018
2738,1519279631.786801
2739,1519279631.952023
2740,1519279632.117893
2741,1519279632.283845
2742,1519279632.452
2743,1519279632.617755
2744,1519279632.783967
2745,1519279632.949917
2746,1519279633.117858
2747,1519279633.283863
2748,1519279633.450428
2749,1519279633.615892
2750,1519279633.78175
2751,1519279633.949798
2752,1519279634.115878
2753,1519279634.281741
2754,1519279634.447929
2755,1519279634.615777
2756,1519279634.781793
2757,1519279634.947821
2758,1519279635.113857
2759,1519279635.281825
2760,1519279635.44799
2761,1519279635.615214
2762,1519279635.779977
2763,1519279635.945732
2764,1519279636.114229
2765,1519279636.279804
2766,1519279636.445857
2767,1519279636.611794
2768,1519279636.779769
2769,1519279636.945717
2770,1519279637.112023
2771,1519279637.278023
2772,1519279637.445818
2773,1519279637.612066
2774,1519279637.778222
2775,1519279637.943822
2776,1519279638.109805
2777,1519279638.277779
2778,1519279638.44381
2779,1519279638.609849
2780,1519279638.775931
2781,1519279638.943703
2782,1519279639.109919
2783,1519279639.275962
2784,1519279639.442285
2785,1519279639.609628
2786,1519279639.776395
2787,1519279639.94206
2788,1519279640.107879
2789,1519279640.273915
2790,1519279640.441946
2791,1519279640.607782
2792,1519279640.773946
2793,1519279640.939823
2794,1519279641.107684
2795,1519279641.273758
2796,1519279641.440013
2797,1519279641.605996
2798,1519279641.772119
2799,1519279641.939763
2800,1519279642.106209
2801,1519279642.271765
2802,1519279642.43787
2803,1519279642.605887
2804,1519279642.771797
2805,1519279642.937697
2806,1519279643.103981
2807,1519279643.271706
2808,1519279643.4378
2809,1519279643.603783
2810,1519279643.770002
2811,1519279643.935711
2812,1519279644.104192
2813,1519279644.269803
2814,1519279644.435928
2815,1519279644.60188
2816,1519279644.769886
2817,1519279644.935697
2818,1519279645.101827
2819,1519279645.26789
2820,1519279645.43593
2821,1519279645.601781
2822,1519279645.767907
2823,1519279645.934248
2824,1519279646.099864
2825,1519279646.267801
2826,1519279646.433867
2827,1519279646.599637
2828,1519279646.765963
2829,1519279646.933847
2830,1519279647.099774
2831,1519279647.265645
2832,1519279647.431968
2833,1519279647.599755
2834,1519279647.765801
2835,1519279647.931726
2836,1519279648.098505
2837,1519279648.263695
2838,1519279648.431686
2839,1519279648.598846
2840,1519279648.763756
2841,1519279648.929842
2842,1519279649.097804
2843,1519279649.263579
2844,1519279649.429781
2845,1519279649.596027
2846,1519279649.763973
2847,1519279649.93018
2848,1519279650.095742
2849,1519279650.261773
2850,1519279650.427788
2851,1519279650.595647
2852,1519279650.761707
2853,1519279650.927609
2854,1519279651.093837
2855,1519279651.261767
2856,1519279651.42772
2857,1519279651.593583
2858,1519279651.759782
2859,1519279651.928085
2860,1519279652.093754
2861,1519279652.25972
2862,1519279652.426102
2863,1519279652.591734
2864,1519279652.759713
2865,1519279652.926134
2866,1519279653.092702
2867,1519279653.257704
2868,1519279653.425906
2869,1519279653.591891
2870,1519279653.757969
2871,1519279653.923935
2872,1519279654.092186
2873,1519279654.25766
2874,1519279654.423825
2875,1519279654.589787
2876,1519279654.755734
2877,1519279654.92368
2878,1519279655.089906
2879,1519279655.255726
2880,1519279655.421889
2881,1519279655.589739
2882,1519279655.756033
2883,1519279655.922227
2884,1519279656.087803
2885,1519279656.253924
2886,1519279656.421799
2887,1519279656.587573
2888,1519279656.753832
2889,1519279656.919707
2890,1519279657.087809
2891,1519279657.253622
2892,1519279657.420211
2893,1519279657.585729
2894,1519279657.753765
2895,1519279657.920012
2896,1519279658.085841
2897,1519279658.251655
2898,1519279658.417757
2899,1519279658.585645
2900,1519279658.751717
2901,1519279658.91788
2902,1519279659.083696
2903,1519279659.251547
2904,1519279659.41791
2905,1519279659.583684
2906,1519279659.749769
2907,1519279659.917729
2908,1519279660.083929
2909,1519279660.249893
2910,1519279660.41587
2911,1519279660.581791
2912,1519279660.749704
2913,1519279660.915586
2914,1519279661.081819
2915,1519279661.247978
2916,1519279661.417903
2917,1519279661.58167
2918,1519279661.748387
2919,1519279661.913676
2920,1519279662.08173
2921,1519279662.248017
2922,1519279662.41366
2923,1519279662.579796
2924,1519279662.745829
2925,1519279662.913717
2926,1519279663.079714
2927,1519279663.245559
2928,1519279663.412118
2929,1519279663.579685
2930,1519279663.745833
2931,1519279663.911973
2932,1519279664.077745
2933,1519279664.24572
2934,1519279664.412228
2935,1519279664.577838
2936,1519279664.743779
2937,1519279664.909838
2938,1519279665.077702
2939,1519279665.243548
2940,1519279665.409892
2941,1519279665.575792
2942,1519279665.744038
2943,1519279665.90979
2944,1519279666.075715
2945,1519279666.241662
2946,1519279666.409806
2947,1519279666.575654
2948,1519279666.741938
2949,1519279666.907595
2950,1519279667.073784
2951,1519279667.241995
2952,1519279667.407696
2953,1519279667.57378
2954,1519279667.739896
2955,1519279667.907564
2956,1519279668.073881
2957,1519279668.24038
2958,1519279668.405745
2959,1519279668.57382
2960,1519279668.739645
2961,1519279668.905667
2962,1519279669.071734
2963,1519279669.237875
2964,1519279669.405685
2965,1519279669.571724
2966,1519279669.737872
2967,1519279669.903969
2968,1519279670.071655
2969,1519279670.237834
2970,1519279670.404845
2971,1519279670.569747
2972,1519279670.735719
2973,1519279670.90425
2974,1519279671.069681
2975,1519279671.235698
2976,1519279671.401832
2977,1519279671.569804
2978,1519279671.735691
2979,1519279671.901733
2980,1519279672.067661
2981,1519279672.235741
2982,1519279672.401737
2983,1519279672.568256
2984,1519279672.733677
2985,1519279672.899762
2986,1519279673.067683
2987,1519279673.233739
2988,1519279673.399603
2989,1519279673.565889
2990,1519279673.733677
2991,1519279673.899864
2992,1519279674.065876
2993,1519279674.231797
2994,1519279674.399651
2995,1519279674.565949
2996,1519279674.731843
2997,1519279674.897925
2998,1519279675.063613
2999,1519279675.231929
3000,1519279675.398641
3001,1519279675.563674
3002,1519279675.730121
3003,1519279675.898999
3004,1519279676.063762
3005,1519279676.22974
3006,1519279676.395735
3007,1519279676.563767
3008,1519279676.729654
3009,1519279676.896077
3010,1519279677.061558
3011,1519279677.227738
3012,1519279677.395568
3013,1519279677.561752
3014,1519279677.727607
3015,1519279677.893892
3016,1519279678.061638
3017,1519279678.22772
3018,1519279678.39934
3019,1519279678.560006
3020,1519279678.727992
3021,1519279678.89398
3022,1519279679.060188
3023,1519279679.225769
3024,1519279679.391693
3025,1519279679.559733
3026,1519279679.725742
3027,1519279679.891774
3028,1519279680.057821
3029,1519279680.2257
3030,1519279680.391716
3031,1519279680.557788
3032,1519279680.723699
3033,1519279680.891676
3034,1519279681.057542
3035,1519279681.223972
3036,1519279681.389686
3037,1519279681.555974
3038,1519279681.723612
3039,1519279681.889675
3040,1519279682.055633
3041,1519279682.221984
3042,1519279682.389854
3043,1519279682.555694
3044,1519279682.721696
3045,1519279682.887869
3046,1519279683.056671
3047,1519279683.221925
3048,1519279683.387663
3049,1519279683.553718
3050,1519279683.719656
3051,1519279683.888013
3052,1519279684.053587
3053,1519279684.220046
3054,1519279684.385805
3055,1519279684.554149
3056,1519279684.719705
3057,1519279684.885716
3058,1519279685.051768
3059,1519279685.217896
3060,1519279685.385606
3061,1519279685.551827
3062,1519279685.717671
3063,1519279685.883745
3064,1519279686.051746
3065,1519279686.218167
3066,1519279686.383637
3067,1519279686.54983
3068,1519279686.717931
3069,1519279686.88369
3070,1519279687.049722
3071,1519279687.215827
3072,1519279687.381869
3073,1519279687.550654
3074,1519279687.715697
3075,1519279687.88182
3076,1519279688.047644
3077,1519279688.215712
3078,1519279688.38197
3079,1519279688.547745
3080,1519279688.713755
3081,1519279688.882116
3082,1519279689.047638
3083,1519279689.213867
3084,1519279689.379736
3085,1519279689.545652
3086,1519279689.713748
3087,1519279689.879817
3088,1519279690.045579
3089,1519279690.211681
3090,1519279690.379907
3091,1519279690.545835
3092,1519279690.71191
3093,1519279690.877998
3094,1519279691.045992
3095,1519279691.211751
3096,1519279691.377678
3097,1519279691.543907
3098,1519279691.709674
3099,1519279691.878953
3100,1519279692.043742
3101,1519279692.209761
3102,1519279692.375614
3103,1519279692.543674
3104,1519279692.709929
3105,1519279692.875906
3106,1519279693.041766
3107,1519279693.210226
3108,1519279693.375574
3109,1519279693.541804
3110,1519279693.707743
3111,1519279693.873787
3112,1519279694.041728
3113,1519279694.207951
3114,1519279694.374035
3115,1519279694.539778
3116,1519279694.70773
3117,1519279694.874185
3118,1519279695.039902
3119,1519279695.205919
3120,1519279695.374172
3121,1519279695.539801
3122,1519279695.705612
3123,1519279695.871819
3124,1519279696.038294
3125,1519279696.205908
3126,1519279696.371629
3127,1519279696.538033
3128,1519279696.703928
3129,1519279696.871889
3130,1519279697.037819
3131,1519279697.203828
3132,1519279697.369796
3133,1519279697.537864
3134,1519279697.703662
3135,1519279697.869851
3136,1519279698.035762
3137,1519279698.201801
3138,1519279698.369628
3139,1519279698.536149
3140,1519279698.701871
3141,1519279698.867815
3142,1519279699.035745
3143,1519279699.202157
3144,1519279699.367837
3145,1519279699.533883
3146,1519279699.699784
3147,1519279699.867752
3148,1519279700.033637
3149,1519279700.20056
3150,1519279700.365938
3151,1519279700.53377
3152,1519279700.700066
3153,1519279700.866191
3154,1519279701.031667
3155,1519279701.199911
3156,1519279701.365808
3157,1519279701.531751
3158,1519279701.697682
3159,1519279701.863954
3160,1519279702.031683
3161,1519279702.197872
3162,1519279702.363932
3163,1519279702.530199
3164,1519279702.697853
3165,1519279702.863867
3166,1519279703.030086
3167,1519279703.195752
3168,1519279703.363946
3169,1519279703.530241
3170,1519279703.695671
3171,1519279703.861705
3172,1519279704.02775
3173,1519279704.195808
3174,1519279704.361707
3175,1519279704.52996
3176,1519279704.693715
3177,1519279704.861679
3178,1519279705.027812
3179,1519279705.193752
3180,1519279705.359696
3181,1519279705.528249
3182,1519279705.693682
3183,1519279705.85989
3184,1519279706.025856
3185,1519279706.191911
3186,1519279706.359628
3187,1519279706.525842
3188,1519279706.691837
3189,1519279706.858112
3190,1519279707.025662
3191,1519279707.191746
3192,1519279707.357776
3193,1519279707.523804
3194,1519279707.691653
3195,1519279707.857877
3196,1519279708.023705
3197,1519279708.189734
3198,1519279708.355721
3199,1519279708.52377
3200,1519279708.690811
3201,1519279708.855846
3202,1519279709.023415
3203,1519279709.189867
3204,1519279709.355776
3205,1519279709.521847
3206,1519279709.687662
3207,1519279709.855798
3208,1519279710.021767
3209,1519279710.18767
3210,1519279710.353667
3211,1519279710.519868
3212,1519279710.687689
3213,1519279710.853865
3214,1519279711.019694
3215,1519279711.186174
3216,1519279711.353672
3217,1519279711.519892
3218,1519279711.685715
3219,1519279711.851703
3220,1519279712.019781
3221,1519279712.185986
3222,1519279712.351757
3223,1519279712.517833
3224,1519279712.683706
3225,1519279712.851754
3226,1519279713.018389
3227,1519279713.183907
3228,1519279713.349848
3229,1519279713.517769
3230,1519279713.683762
3231,1519279713.849883
3232,1519279714.015826
3233,1519279714.181743
3234,1519279714.349765
3235,1519279714.515737
3236,1519279714.68161
3237,1519279714.847784
3238,1519279715.015889
3239,1519279715.181701
3240,1519279715.347825
3241,1519279715.513698
3242,1519279715.681712
3243,1519279715.847894
3244,1519279716.013785
3245,1519279716.179793
3246,1519279716.345855
3247,1519279716.513695
3248,1519279716.679713
3249,1519279716.845783
3250,1519279717.011672
3251,1519279717.179829
3252,1519279717.345969
3253,1519279717.511973
3254,1519279717.677949
3255,1519279717.845818
3256,1519279718.011662
3257,1519279718.177895
3258,1519279718.343829
3259,1519279718.509985
3260,1519279718.677757
3261,1519279718.843749
3262,1519279719.009654
3263,1519279719.175761
3264,1519279719.34389
3265,1519279719.509698
3266,1519279719.675787
3267,1519279719.841717
3268,1519279720.009716
3269,1519279720.175847
3270,1519279720.34171
3271,1519279720.507929
3272,1519279720.673606
3273,1519279720.841833
3274,1519279721.007614
3275,1519279721.173794
3276,1519279721.3398
3277,1519279721.510574
3278,1519279721.673736
3279,1519279721.839764
3280,1519279722.005775
3281,1519279722.173879
3282,1519279722.339646
3283,1519279722.506167
3284,1519279722.671767
3285,1519279722.837716
3286,1519279723.005914
3287,1519279723.171767
3288,1519279723.337717
3289,1519279723.503881
3290,1519279723.67194
3291,1519279723.837732
3292,1519279724.003705
3293,1519279724.169872
3294,1519279724.337651
3295,1519279724.503809
3296,1519279724.669776
3297,1519279724.835814
3298,1519279725.001692
3299,1519279725.16988
3300,1519279725.335867
3301,1519279725.501788
3302,1519279725.668375
3303,1519279725.835948
3304,1519279726.001854
3305,1519279726.167839
3306,1519279726.333817
3307,1519279726.499714
3308,1519279726.667741
3309,1519279726.833912
3310,1519279726.999747
3311,1519279727.165768
3312,1519279727.333644
3313,1519279727.500102
3314,1519279727.665712
3315,1519279727.83175
3316,1519279727.999806
3317,1519279728.1658
3318,1519279728.331694
3319,1519279728.497961
3320,1519279728.663634
3321,1519279728.831719
3322,1519279728.997847
3323,1519279729.163986
3324,1519279729.329646
3325,1519279729.497748
3326,1519279729.663696
3327,1519279729.830299
3328,1519279729.995729
3329,1519279730.163873
3330,1519279730.329712
3331,1519279730.495851
3332,1519279730.661731
3333,1519279730.827697
3334,1519279730.995707
3335,1519279731.161797
3336,1519279731.327653
3337,1519279731.493723
3338,1519279731.66162
3339,1519279731.827851
3340,1519279731.993771
3341,1519279732.159833
3342,1519279732.327901
3343,1519279732.493833
3344,1519279732.659959
3345,1519279732.825844
3346,1519279732.991865
3347,1519279733.159755
3348,1519279733.326016
3349,1519279733.491892
3350,1519279733.657676
3351,1519279733.825957
3352,1519279733.991676
3353,1519279734.158504
3354,1519279734.323792
3355,1519279734.49197
3356,1519279734.657674
3357,1519279734.8238
3358,1519279734.9899
3359,1519279735.155856
3360,1519279735.32372
3361,1519279735.4899
3362,1519279735.656023
3363,1519279735.821876
3364,1519279735.98976
3365,1519279736.156305
3366,1519279736.321766
3367,1519279736.487701
3368,1519279736.656029
3369,1519279736.821832
3370,1519279736.987676
3371,1519279737.153897
3372,1519279737.319686
3373,1519279737.487773
3374,1519279737.65375
3375,1519279737.820241
3376,1519279737.985607
3377,1519279738.154436
3378,1519279738.320073
3379,1519279738.485702
3380,1519279738.651764
3381,1519279738.820187
3382,1519279738.985629
3383,1519279739.151784
3384,1519279739.317767
3385,1519279739.484143
3386,1519279739.651658
3387,1519279739.817866
3388,1519279739.983933
3389,1519279740.149798
3390,1519279740.317757
3391,1519279740.483761
3392,1519279740.649942
3393,1519279740.81566
3394,1519279740.981787
3395,1519279741.149725
3396,1519279741.315805
3397,1519279741.481814
3398,1519279741.647945
3399,1519279741.815812
3400,1519279741.98179
3401,1519279742.148067
3402,1519279742.313665
3403,1519279742.482903
3404,1519279742.647825
3405,1519279742.813817
3406,1519279742.979769
3407,1519279743.145837
3408,1519279743.313894
3409,1519279743.479892
3410,1519279743.645827
3411,1519279743.811736
3412,1519279743.979627
3413,1519279744.14591
3414,1519279744.312273
3415,1519279744.477822
3416,1519279744.645723
3417,1519279744.811859
3418,1519279744.977707
3419,1519279745.143716
3420,1519279745.309792
3421,1519279745.47782
3422,1519279745.643679
3423,1519279745.80982
3424,1519279745.976051
3425,1519279746.143708
3426,1519279746.309808
3427,1519279746.476392
3428,1519279746.641646
3429,1519279746.810812
3430,1519279746.975814
3431,1519279747.141803
3432,1519279747.307718
3433,1519279747.473871
3434,1519279747.641689
3435,1519279747.807728
3436,1519279747.974054
3437,1519279748.139792
3438,1519279748.307698
3439,1519279748.474032
3440,1519279748.640137
3441,1519279748.805951
3442,1519279748.973689
3443,1519279749.140034
3444,1519279749.305764
3445,1519279749.471847
3446,1519279749.637792
3447,1519279749.805915
3448,1519279749.971762
3449,1519279750.137828
3450,1519279750.304063
3451,1519279750.471964
3452,1519279750.637865
3453,1519279750.803879
3454,1519279750.969735
3455,1519279751.138971
3456,1519279751.303861
3457,1519279751.469765
3458,1519279751.635714
3459,1519279751.801959
3460,1519279751.969663
3461,1519279752.13585
3462,1519279752.301682
3463,1519279752.46815
3464,1519279752.638145
3465,1519279752.801841
3466,1519279752.967768
